,date,username,content
0,2022-05-06 15:14:38+00:00,kaiahelgaa,@archillect Pasti kalo grepe cewek nya kesetrum
1,2022-05-06 14:51:31+00:00,dactilyfera,"@goriorioboy Apaan, aku di grepe kok cute"
2,2022-05-06 14:46:41+00:00,avatyar,@skzwowwego Yaudah grepe aja
3,2022-05-06 14:42:18+00:00,dactilyfera,Another grepe 😌 https://t.co/2qxODIq1Nc
4,2022-05-06 14:37:13+00:00,lindowaja,@JJHGENK Ajam ngidam di grepe https://t.co/4550oEGPSA
5,2022-05-06 14:30:07+00:00,dactilyfera,"Tolong, aku di grepe hewan berbulu 😩 https://t.co/OiSEIMjYXn"
6,2022-05-06 14:08:14+00:00,Theonly__nomin,"Ga di grepe grepe Yudha kan ? Cepet dah selesein  masalah lu pada ,gue udha pengep ni au menguras emosi😩 https://t.co/0irUwIjTZ1"
7,2022-05-06 14:01:52+00:00,fxrstas_,@Aressvamps Kenapa kebaca grepe😭
8,2022-05-06 14:00:59+00:00,qsenjuu,@Aressvamps grepe biar ga grape
9,2022-05-06 13:57:56+00:00,Lonjwin08,@daryns_ Lagi di grepe si el nih pasti
10,2022-05-06 13:46:09+00:00,emtivibujangg,"@DYMOS_ Momen di bj tu adalah salah satu momen yang bikin timbul pertanyaan ""aku harus ngapain nih?"". Mau grepe jauh, mau main hape ga sopan. Mau fake desah, aneh. Tp ya ga ada rasanyaaa 😂😂"
11,2022-05-06 13:45:11+00:00,amsuri_w,@lickuiddd @bitchypeachyy Di grepe
12,2022-05-06 13:36:45+00:00,gujnes,@euranuse 🤗🤗🤗🤗 /grepe km https://t.co/jL9bDSp12p
13,2022-05-06 13:30:58+00:00,cespaathekid,@smogaharimuwkwk ayamnya sebelum di sembelih di grepe dulu
14,2022-05-06 13:30:27+00:00,hannjiurs,tangan sp ini grepe grepe https://t.co/5zqGnfVDyr
15,2022-05-06 13:29:16+00:00,sumberprotein,@Askrlfess minta dicolmek sambil grepe grepe🤔 wkakakaak ini otak gue yg kotor apa gimana
16,2022-05-06 13:19:51+00:00,jungkccx,@younjungest pake grepe grepe
17,2022-05-06 13:19:46+00:00,jungkccx,@jjhffyuno cuddle grepe grepe
18,2022-05-06 13:17:56+00:00,SaIazzar,@ilsahengker GREPE AKWKAKAKAK
19,2022-05-06 13:16:20+00:00,adiosamour,@ilsahengker Ayam grepe😭😭😭
20,2022-05-06 13:16:15+00:00,httpbrians,@ilsahengker ey ayamnya di grepe
21,2022-05-06 13:15:49+00:00,snowhitegurl,@yoashyns KOK GREPE ANJIR 😭😭😭
22,2022-05-06 13:15:44+00:00,sinryurjin,@ilsahengker grepe anzay
23,2022-05-06 13:13:10+00:00,peninggileher,@roseadict Kpn trakhir kmu grepe ak
24,2022-05-06 13:05:12+00:00,yoashyns,@jielajii udah digrepe grepe
25,2022-05-06 13:01:17+00:00,mabuk_kanji,@WinterSilph Grepe es krim?
26,2022-05-06 13:00:38+00:00,yoashyns,@concesrn ayamnya digrepe grepe
27,2022-05-06 13:00:24+00:00,youramein,@yoashyns GIMANA AYAM GREPE😭😭
28,2022-05-06 12:58:54+00:00,sansghyz,@yoashyns anjr grepe dong😭
29,2022-05-06 12:58:53+00:00,caramazaleia,@yoashyns WKWK GREPE GA TUH
30,2022-05-06 12:58:14+00:00,concesrn,@yoashyns ayamnya di grepe atau ayam rasa anggur?
31,2022-05-06 12:57:16+00:00,VanteVear,@yoashyns Grepe😭😭
